station_name,station_id,index_nbr,latitude,longitude,obs_rems
MOUCHEROTTE RADAR,264304605,7468,45 08 52N,005 38 22E,GOS
MOUE (ILE DES PINS),264302037,91596,22 35 23S,167 27 08E,"A, GOS, RBSN(S)"
MOUILA,264285597,64550,01 52 00S,011 01 00E,GOS
MOULAY LAHCEN,264284905,60663,24 43 00N,004 39 00E,GOS
"MOULD BAY CS, NWT",264298115,71989,76 14 15N,119 20 50W,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MOUNDOU,264285197,64706,08 34 00N,016 04 00E,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MOUNT ABU,264288717,42540,24 36 00N,072 43 00E,"M, GOS"
MOUNT ALICE,264296037,88894,52 09 14S,060 35 54W,"GOS, ANTON, CLIMAT(C)"
MOUNT BARKER (94630-0),264300465,94630,34 37 30S,117 38 10E,GOS
MOUNT BARKER (94806-0),264300709,94806,35 03 50S,138 51 03E,GOS
MOUNT BAW BAW,264301403,95901,37 50 18S,146 16 29E,"M, GOS"
MOUNT BOYCE AWS,264300629,94743,33 37 07S,150 16 27E,GOS
MOUNT BROWN,264310659,89586,69 07 53S,085 59 57E,"GOS, ANTON, CLIMAT(C)"
MOUNT BULLER,264300843,94894,37 08 42S,146 26 22E,"A, GOS"
MOUNT BYRON,264296027,88870,51 25 26S,060 33 50W,"GOS, ANTON, CLIMAT(C)"
MOUNT DARWIN,264287155,67779,16 47 00S,031 35 00E,"GOS, RBSN(S)"
MOUNT EDGECOMBE,264286629,68583,29 42 24S,031 02 46E,"GOS, RBCN, RBSN(S)"
MOUNT ELIZABETH,264300023,94211,16 25 05S,126 06 09E,"GOS, RBSN(S)"
"MOUNT FOREST (AUT), ONT",264297533,71631,43 59 00N,080 45 00W,GOS
MOUNT GAMBIER AERO,264300731,94821,37 44 50S,140 46 26E,"A, R, RADAR, WR, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST), WRO"
MOUNT GELLIBRAND,264301377,95845,38 14 00S,143 47 33E,GOS
MOUNT GININI AWS,264301419,95925,35 31 45S,148 46 20E,"M, GOS"
MOUNT HOTHAM,264300857,94906,36 58 36S,147 08 03E,"M, GOS"
MOUNT ISA AERO,264300157,94332,20 40 40S,139 29 15E,"A, R, WN, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
MOUNT IVE,264300507,94660,32 26 23S,136 04 02E,GOS
MOUNT KENT,264296031,88881,51 40 25S,058 06 29W,"GOS, ANTON, CLIMAT(C)"
MOUNT LOFTY,264301223,95678,34 58 42S,138 42 32E,GOS
MOUNT MAGNET AERO,264300275,94429,28 06 56S,117 50 33E,"A, GOS, RBSN(S)"
MOUNT MAKULU,264287125,67667,15 33 00S,028 15 00E,"AGRIMET, GOS, RBCN, RBSN(S)"
MOUNT MOORNAPA,264301413,95913,37 44 53S,147 08 34E,GOS
MOUNT NOWA NOWA,264300895,94930,37 41 33S,148 05 27E,GOS
MOUNT PLEASANT AIRPORT,264296035,88889,51 49 12S,058 26 53W,"A, GOS, GSN, GUAN, ANTON, CLIMAT(C), RBCN, RBSN(ST), ANTON(T)"
MOUNT READ,264301433,95952,41 50 40S,145 32 31E,GOS
MOUNT SIPLE,264310611,89327,73 12 00S,127 03 00W,"GOS, GSN, ANTON, CLIMAT(C)"
MOUNT TERRIBLE RADAR,264301225,95679,35 19 46S,138 30 07E,"RADAR, GOS, WRO"
"MOUNT WASHINGTON, NH.",264299481,72613,44 16 00N,071 18 00W,"GOS, GSN, CLIMAT(C), RBCN"
MOUNT WELLINGTON,264301471,95979,42 53 42S,147 14 09E,"M, GOS"
MOUNT WILLIAM,264300747,94833,37 17 42S,142 36 14E,"M, GOS"
"MOUNT WILSON, CA.",264299043,72289,34 14 00N,118 04 00W,GOS
"MOUNTAIN VIEW (SUNNY-VALE)/MOFFETT NAS,  CA.",264299737,74509,37 25 00N,122 03 00W,"A, GOS"
MOURGASH,264303585,15600,42 50 00N,023 40 00E,"M, GOS"
MOUSSORO,264285199,64707,13 39 00N,016 30 00E,GOS
MOUYONDZI,264285231,64402,04 00 00S,013 57 00E,"A, GOS, CLIMAT(C)"
MOWE BAY,264286163,68016,19 20 00S,012 43 00E,"C, GOS, RBCN, RBSN(S)"
MOZAJSK,264307989,27509,55 31 00N,036 00 00E,GOS
MOZDOK,264308335,37145,43 44 00N,044 40 00E,GOS
MOZGA,264291857,28409,56 26 00N,052 12 00E,GOS
MOZYR,264303449,33036,52 02 11N,029 11 32E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MPIKA,264287079,67477,11 54 00S,031 26 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MSEKERA,264287099,67580,13 39 00S,032 34 00E,"AGRIMET, GOS, RBSN(S)"
MT COOK AERO AWS,264302203,93738,43 45 54S,170 07 53E,"A, GOS"
MT CRAWFORD AWS,264300533,94678,34 43 31S,138 55 38E,"M, GOS"
MT HAGEN ATS,264302293,92005,05 50 00S,144 18 00E,"A, GOS"
MT HOTHAM AIRPORT,264300855,94905,37 02 57S,147 20 05E,"A, GOS"
MT KAUKAU,264302149,93428,41 14 00S,174 46 46E,GOS
MT TALU,264302529,91737,13 32 25S,172 42 46W,GOS
MTA-SABUETI,264304769,37409,42 02 00N,043 29 00E,GOS
MTUNZINI,264286591,68497,28 56 51S,031 42 28E,"GOS, RBCN, RBSN(S)"
MTWARA,264286951,63971,10 16 00S,040 11 00E,"A, R, GOS, CLIMAT(C), RBCN, RBSN(ST)"
MUADZAM SHAH,264301881,48649,03 03 00N,103 05 00E,"AGRIMET, GOS"
MUAN INT'L AIRPORT,264290589,47163,34 59 00N,126 23 00E,"A, GOS"
MUARA TEWEH/BERINGIN,264301665,96595,00 56 31S,114 53 46E,GOS
MUD'JUG,264307701,22551,64 51 11N,040 16 49E,GOS
MUDANJIANG,264287713,54094,44 30 00N,129 40 00E,"GOS, RBSN(S)"
MUDGEE AIRPORT AWS,264300605,94727,32 33 46S,149 36 54E,GOS
MUEDA,264286081,67201,11 40 00S,039 33 00E,"GOS, CLIMAT(C), RBSN(S)"
MUEHLACKER,264305141,10736,48 58 19N,008 52 24E,"GOS, CLIMAT(C)"
MUEHLDORF,264305219,10875,48 16 45N,012 30 09E,"GOS, CLIMAT(C)"
MUEHLEBERG,264309315,6636,46 58 24N,007 16 41E,GOS
MUEHLEBERG / STOCKEREN,264309301,6629,46 57 08N,007 16 59E,GOS
MUENCHEN-FLUGHAFEN,264305213,10870,48 20 55N,011 48 53E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MUENCHEN-OBERSCHLEISSHEIM,264305211,10868,48 14 41N,011 33 09E,"R, WN, GOS, RBSN(T)"
MUENCHEN-STADT,264305209,10865,48 09 47N,011 32 35E,"CLIMAT(C), GOS"
MUENSTER/OSNABRUECK,264304921,10315,52 08 04N,007 41 49E,"A, CLIMAT(C), RBCN, RBSN(S), GOS"
MUGLA,264309945,17292,37 13 00N,028 22 00E,"RADAR, GOS, CLIMAT(C), RBCN, RBSN(S), WRO"
MUGODZARSKAJA,264290281,35532,48 38 00N,058 30 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MUGUR-AKSY,264292783,36278,50 22 54N,090 26 02E,"GOS, RBSN(S)"
MUJNAK,264293443,38146,43 47 00N,059 02 00E,"A, GOS"
MUKANDI,264287189,67895,18 43 00S,032 51 00E,GOS
MUKDAHAN,264293161,48383,16 32 00N,104 43 00E,"GOS, RBSN(S)"
MUKEIRAS,264293605,41451,13 25 00N,045 41 00E,GOS
MUKTESHWAR KUMAON,264288459,42147,29 28 00N,079 39 00E,"M, GOS, CLIMAT(C), RBCN"
MULLAITTIVU,264292987,43410,09 16 00N,080 49 00E,GOS
MULLEWA,264300265,94411,28 32 12S,115 30 51E,GOS
MULLINGAR,264305651,3971,53 32 00N,007 22 00W,GOS
MULTAN,264291205,41675,30 12 00N,071 26 00E,"A, R, WT, GOS, CLIMAT(C), RBCN, RBSN(SP)"
MULTIA KARHILA,264304309,2927,62 30 38N,024 48 28E,GOS
MUMBLES HEAD,264310403,3609,51 33 56N,003 58 54W,"C, GOS"
MUMBWA,264287113,67655,15 04 00S,027 11 00E,"A, GOS, RBCN, RBSN(S)"
MUNDA,264302569,91503,08 20 00S,157 16 00E,"C, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
"MUNDARE AGDM, ALTA",264297021,71354,53 34 00N,112 18 00W,GOS
MUNGINDI POST OFFICE,264300335,94520,28 58 43S,148 59 24E,GOS
MUNGLINUP WEST,264301177,95644,33 33 17S,120 41 59E,GOS
MUNIZ FREIRE,264294511,83013,20 27 00S,041 24 00W,GOS
MUNKORA,264301343,95815,36 06 21S,140 19 38E,GOS
MUNOZ,264302405,98329,15 44 08N,120 56 12E,"AGRIMET, GOS, CLIMAT(C)"
MUNSYARI,264288439,42121,30 07 00N,080 15 00E,GOS
MUONIO ALAMUONIO,264304199,2823,67 57 30N,023 41 05E,"GOS, CLIMAT(C), RBCN"
MUONIO LAUKUKERO,264304195,2820,68 03 46N,024 02 00E,GOS
MUONIO SAMMALTUNTURI,264304197,2821,67 58 24N,024 06 57E,GOS
MURASI,264307901,27097,59 23 00N,048 59 00E,GOS
MURAU,264303117,11280,47 06 40N,014 10 37E,GOS
MURCHISON,264300273,94422,26 53 44S,115 57 24E,GOS
MURCIA,264308721,8430,38 00 07N,001 10 15W,"AGRIMET, R, WN, GOS, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
MURCIA/AL CANTARILLA,264308719,8429,37 57 28N,001 13 43W,"A, GOS, CLIMAT(C)"
MURCIA/SAN JAVIER,264308723,8433,37 47 20N,000 48 12W,"A, GOS, CLIMAT(C)"
MUREN,264290789,44231,49 38 00N,100 10 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
MURET-LHERM,264304689,7628,43 27 05N,001 15 43E,"A, GOS"
MURGAB,264293067,38878,38 10 00N,073 58 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MURGANELLA AIRSTRIP,264299941,94109,11 32 54S,132 55 36E,"A, GOS"
MURIAE,264295529,86852,21 06 18S,042 22 33W,GOS
MURMANSK (22113-0),264307625,22113,68 57 21N,033 02 34E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MURMANSK (22113-1),264308369,22113,68 59 00N,033 07 00E,"GOS, RBSN(T)"
MUROM,264307999,27549,55 36 00N,042 02 00E,GOS
MURORAN (47423-0),264289663,47423,42 18 42N,140 58 31E,GOS
MURORAN (47423-1),264290199,47423,42 19 25N,140 58 12E,GOS
MUROTOMISAKI (47899-0),264290149,47899,33 15 08N,134 10 38E,"C, RADAR, GOS, WRO"
MURRAY BRIDGE COMPARISON,264301337,95812,35 07 24S,139 15 33E,GOS
MURREE,264291145,41573,33 55 00N,073 23 00E,"M, GOS, CLIMAT(C), RBSN(S)"
MURRURUNDI GAP AWS,264301285,95747,31 44 30S,150 47 37E,GOS
MURRURUNDI POST OFFICE,264300647,94756,31 45 54S,150 50 11E,GOS
MURSKA SOBOTA,264308535,14031,46 39 07N,016 11 29E,"AGRIMET, GOS"
MURWILLUMBAH (BRAY PARK),264300397,94582,28 20 22S,153 22 51E,"C, GOS"
MUS,264309879,17204,38 44 00N,041 31 00E,"GOS, CLIMAT(C), RBCN"
MUSCAT INT'L AIRPORT,264291033,41256,23 36 31N,058 15 41E,"A, R, WN, GOS, CLIMAT(C), RBCN, RBSN(ST)"
"MUSKEGON/COUNTY, MI.",264299499,72636,43 10 00N,086 15 00W,"A, GOS, CLIMAT(C), RBSN(S)"
"MUSKOKA A, ONT",264297531,71630,44 58 00N,079 18 00W,"A, GOS"
"MUSKOKA, ONT",264297359,71532,44 58 29N,079 18 12W,GOS
"MUSKRAT DAM, ONT",264297589,71678,53 26 29N,091 45 46W,GOS
MUSLJUMOVO,264291915,28612,55 18 34N,053 11 04E,"GOS, RBSN(S)"
MUSOMA,264286905,63733,01 30 00S,033 48 00E,"A, GOS"
MUSSALA (TOP/SOMMET),264303595,15615,42 11 00N,023 35 00E,"M, GOS, GOS"
MUSSOORIE,264288429,42112,30 27 00N,078 05 00E,"M, GOS"
MUSTASAARI VALASSAARET,264304291,2910,63 26 08N,021 03 52E,GOS
MUTOKO,264287157,67781,17 25 00S,032 13 00E,GOS
MUTORAJ,264291647,24807,61 19 40N,100 28 35E,"GOS, RBSN(S)"
MUTSU,264289743,47576,41 17 00N,141 12 40E,GOS
MUWAIH,264292923,41006,22 26 00N,041 45 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MUY MUY,264298709,78743,12 46 00N,085 38 00W,GOS
MUYINGA,264285113,64397,02 50 00S,030 20 00E,"GOS, GSN, RBCN"
MUZAFFAR ABAD,264291127,41532,34 22 00N,073 29 00E,"GOS, RBSN(S)"
MUZAFFARPUR,264288595,42387,26 07 00N,085 24 00E,GOS
MUZAFFARPUR AERODROME,264288597,42390,26 07 00N,085 19 00E,"A, GOS"
MUZDALIFAH,264292945,41033,21 23 00N,039 52 00E,GOS
MUZI,264291415,23426,65 24 16N,064 42 12E,GOS
MVENGUE,264285607,64570,01 39 00S,013 26 00E,"GOS, RBSN(S)"
MVURWI,264287161,67789,17 02 00S,030 59 00E,GOS
MWANZA,264286907,63756,02 28 00S,032 55 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MWINILUNGA,264287069,67441,11 45 00S,024 26 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
"MWOAKILLOA, CAROLINE IS.",264301991,91350,06 40 00N,159 47 00E,"GOS, RBSN(S)"
MYINGYAN,264290897,48047,21 28 00N,095 23 00E,GOS
MYITKYINA,264290857,48008,25 22 00N,097 24 00E,"GOS, CLIMAT(C), RBCN, RBSN(ST)"
MYKEN,264306593,1115,66 45 46N,012 29 09E,"C, GOS, RBSN(S)"
MYKINES FYR,264303795,6005,62 05 50N,007 40 47W,"LH, GOS"
MYMENSINGH,264287337,41886,24 43 00N,090 26 00E,"GOS, RBSN(S)"
MYONBONGSAN,264290559,47148,36 10 46N,128 59 50E,GOS
"MYRNAM AGCM, ALTA",264296507,71065,53 43 12N,111 06 52W,GOS
MYRONIVKA,264310049,33466,49 40 00N,031 00 00E,"AGRIMET, GOS, CLIMAT(C), RBSN(S)"
"MYRTLE BEACH AFB,  SC.",264299893,74791,33 41 00N,078 56 00W,GOS
MYS BARANOVA,264291297,20094,79 16 48N,101 37 19E,GOS
MYS BILLINGSA,264291701,25062,69 53 00N,175 46 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MYS KONSTANTINOVSKIJ,264291371,23114,68 32 26N,055 29 48E,"GOS, RBSN(S)"
MYS LOPATKA,264292685,32213,50 52 00N,156 41 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MYS MIKULKIN,264307649,22282,67 48 20N,046 39 06E,"GOS, RBSN(S)"
MYS STERLEGOVA,264291305,20476,75 24 14N,088 54 38E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MYS TERPENIYA,264292673,32099,48 39 00N,144 44 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MYS UELEN,264291727,25399,66 09 46N,169 50 05W,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MYS VANKAREM,264291719,25282,67 50 00N,175 50 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MYS ZELANIYA,264291301,20353,76 57 00N,068 33 00E,GOS
MYSORE,264289229,43291,12 18 00N,076 42 00E,GOS
MYTILINI (AIRPORT),264305289,16667,39 03 14N,026 36 13E,"A, GOS"
MZIMBA,264285875,67485,11 53 00S,033 37 00E,"A, GOS"
MZUZU,264285877,67489,11 27 00S,034 01 00E,"A, GOS, RBCN"
N'DALATANDO,264284969,66172,09 17 00S,014 55 00E,GOS
N'DELE,264285171,64654,08 24 00N,020 39 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
N'GUIGMI,264286201,61049,14 15 00N,013 07 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
N'ZEREKORE,264285701,61849,07 45 00N,008 17 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
N'ZETO (AMBRIZETE),264284957,66130,07 14 00S,012 52 00E,"GOS, RBCN, RBSN(S)"
N. AKMENE,264306169,26504,56 15 00N,022 43 51E,GOS
N.R.C.,264285887,67588,14 10 00S,033 40 00E,GOS
NAAMA,264284841,60557,33 16 00N,000 18 00W,"GOS, CLIMAT(C)"
NABEUL,264286983,60728,36 28 00N,010 42 00E,"AGRIMET, GOS, RBSN(S)"
NABIRE,264301791,97682,03 21 56S,135 29 49E,"A, GOS"
NABK,264309697,40083,34 02 00N,036 43 00E,GOS
NABLUS,264307037,40223,32 13 00N,035 15 00E,GOS
NABOUWALU,264301535,91659,17 00 00S,178 42 00E,"GOS, RBSN(S)"
NABRAN,264303265,37670,41 47 00N,048 42 00E,"C, GOS"
NACALA AIRPORT,264286101,67240,14 29 00S,040 43 00E,"GOS, CLIMAT(C)"
NACFA,264285513,63006,16 40 00N,038 20 00E,GOS
NACHINGWEA,264286949,63969,10 21 00S,038 45 00E,GOS
NADI,264301557,91688,17 45 36S,177 26 59E,"GOS, CTBTO"
NADI AIRPORT,264301551,91680,17 45 00S,177 27 00E,"A, HU/FC, R, WR, GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
NADOR-AROUI,264286079,60340,34 59 00N,003 01 00W,"A, GOS, RBSN(S)"
NADYM,264291421,23445,65 28 50N,072 41 22E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
NADZAB W.O.,264302331,92047,06 34 00S,146 43 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
NAFTALAN AIRPORT,264303289,37746,40 36 00N,046 48 00E,"A, GOS"
"NAGAGAMI (AUT), ONT",264297851,71832,49 44 49N,084 09 49W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
NAGANO,264289787,47610,36 39 46N,138 11 33E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
NAGANO/KURUMAYAMA,264289789,47611,36 06 11N,138 11 45E,"RADAR, GOS, WRO"
NAGAPPATTINAM,264289305,43347,10 46 00N,079 51 00E,"C, GOS"
NAGAROTE,264298707,78742,12 15 00N,086 33 00W,"AGRIMET, GOS"
NAGASAKI,264290057,47817,32 44 03N,129 52 05E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
NAGASAKI AIRPORT,264290107,47855,32 55 01N,129 54 49E,"A, GOS"
NAGAUR,264288503,42242,27 10 00N,073 40 00E,GOS
NAGO,264290183,47940,26 35 39N,127 57 59E,GOS
NAGORNYJ,264292293,30493,55 58 00N,124 53 00E,"GOS, RBSN(S)"
NAGOYA (47636-0),264289821,47636,35 10 04N,136 57 56E,"RADAR, GOS, CLIMAT(C), RBCN, RBSN(S), WRO"
NAGPUR (MAYO HOSPITAL),264288927,42866,21 09 00N,079 07 00E,GOS
NAGPUR SONEGAON,264288929,42867,21 06 00N,079 03 00E,"A, R, WN, WR, WT, GOS, CLIMAT(C), RBCN, RBSN(ST)"
NAGQU,264287829,55299,31 29 00N,092 04 00E,"GOS, GUAN, RBSN(ST)"
NAGYKANIZSA,264305507,12925,46 27 00N,016 58 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
NAHA,264290177,47936,26 12 26N,127 41 14E,"C, TI/WA/FC, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
NAHA AIRPORT,264290171,47930,26 11 45N,127 38 45E,"A, RADAR, GOS, WRO"
NAHA/ITOKAZU,264290179,47937,26 09 12N,127 45 52E,"RADAR, GOS, WRO"
NAHA/TAHUNA,264301717,97008,03 41 09N,125 31 44E,"A, GOS"
NAHAN,264288417,42104,30 24 00N,076 46 00E,GOS
NAIMAKKA,264308815,2055,68 40 40N,021 31 39E,GOS
"NAIN A, NFLD",264297969,71902,56 33 00N,061 41 00W,"A, GOS"
"NAIN, NFLD",264297569,71665,56 33 00N,061 41 00W,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
NAINITAL,264288457,42146,29 24 00N,079 28 00E,"M, GOS"
NAJAF,264289599,40670,31 57 00N,044 19 00E,GOS
NAJIBABAD,264288455,42143,29 37 00N,078 23 00E,GOS
NAJRAN,264292975,41128,17 37 00N,044 25 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
NAKANNO,264291619,24713,62 53 00N,108 26 00E,"GOS, CLIMAT(C), RBCN"
NAKASHIBETSU AIRPORT,264289697,47483,43 34 39N,144 57 36E,"A, GOS"
NAKHON PHANOM,264293133,48357,17 25 00N,104 47 00E,"A, GOS, RBSN(S)"
NAKHON PHANOM AGROMET,264293135,48358,17 26 00N,104 47 00E,GOS
NAKHON RATCHASIMA,264293217,48431,14 58 05N,102 05 09E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
NAKHON SAWAN,264293173,48400,15 40 18N,100 07 56E,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
NAKHONPATHOM AGROMET,264293239,48451,14 00 42N,099 58 12E,"GOS, RBSN(S)"
NAKHONSI THAMMARAT,264293293,48552,08 32 39N,099 56 34E,"A, GOS, RBSN(S)"
NAKHONSI THAMMARAT AGROMET,264293295,48554,08 21 33N,100 03 34E,GOS
"NAKISKA RIDGETOP, ALTA",264296825,71245,50 56 33N,115 11 25W,GOS
NAKKEHOVED FYR,264303937,6168,56 07 09N,012 20 32E,"C, LH, GOS"
NAKURU,264285723,63714,00 16 22S,036 06 09E,"GOS, RBSN(S)"
"NAKUSP CS, BC",264296767,71216,50 16 10N,117 49 02W,GOS
NAL'CIK,264308343,37212,43 32 00N,043 38 00E,GOS
NALGONDA,264289103,43133,17 00 00N,079 15 00E,GOS
NALIYA,264288765,42631,23 15 00N,068 51 00E,GOS
NALUNS / SCHLIVERA,264309581,6799,46 49 02N,010 15 41E,GOS
NALUT,264285751,62002,31 30 52N,010 35 52E,"M, GOS, CLIMAT(C), RBCN, RBSN(S)"
NAM DINH,264293525,48823,20 26 00N,106 09 00E,"GOS, RBSN(S)"
NAM THANE,264290721,48937,19 07 00N,101 33 00E,"AGRIMET, GOS"
NAMANGAN,264293489,38611,41 00 00N,071 35 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
NAMATANAI,264302359,92083,03 40 00S,152 27 00E,"A, GOS"
NAMBOUR DPI-HILLSIDE,264301091,95572,26 38 39S,152 56 18E,GOS
NAMEST NAD OSLAVOU,264303769,11692,49 10 15N,016 07 14E,"A, GOS"
NAMLEA,264301799,97700,03 14 19S,127 05 59E,GOS
NAMPO,264290419,47060,38 43 00N,125 23 00E,"GOS, RBSN(S)"
NAMPULA,264286099,67237,15 06 00S,039 17 00E,"A, R, WT, GOS, CLIMAT(C), RBCN, RBSN(ST)"
NAMSAM,264290907,48055,20 53 24N,097 43 48E,GOS
NAMSOS AP,264306747,1290,64 28 15N,011 34 14E,GOS
NAMSSKOGAN,264306739,1281,64 44 31N,012 50 45E,"RBSN(S), GOS"
NAMTSY,264291633,24753,62 44 00N,129 40 00E,"GOS, RBSN(S)"
NAMWON,264290605,47173,35 25 17N,127 23 47E,GOS
NAN,264293113,48331,18 46 01N,100 45 48E,"GOS, RBSN(S)"
NAN AGROMET,264293115,48333,18 51 49N,100 44 30E,GOS
NANCHANG,264288129,58606,28 36 00N,115 55 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
NANCHENG,264288141,58715,27 35 00N,116 39 00E,GOS
NANCOWRY,264289351,43382,07 59 00N,093 32 00E,"C, GOS"
NANCY-ESSEY,264304505,7180,48 41 16N,006 13 17E,"A, GOS, RBSN(S)"
NANCY-OCHEY,264304507,7181,48 34 52N,005 57 35E,"A, GOS, CLIMAT(C), RBCN"
NANDAIME,264298685,78731,11 43 00N,086 03 00W,"AGRIMET, GOS"
NANDED,264289033,43021,19 05 00N,077 20 00E,GOS
NANDIGAMA,264289135,43182,16 47 00N,080 17 00E,GOS
NANDURBAR,264288917,42846,21 20 00N,074 15 00E,GOS
NANDYAL,264289165,43212,15 28 00N,078 29 00E,GOS
NANG RONG,264293227,48436,14 37 51N,102 43 16E,"GOS, RBSN(S)"
NANGAPINOH,264301657,96557,00 21 00S,111 47 00E,"A, GOS"
NANJING,264288093,58238,31 56 00N,118 54 00E,"GOS, CLIMAT(C), RBCN, RBSN(ST)"
NANKISHIRAHAMA AIRPORT,264289999,47782,33 39 44N,135 21 52E,"A, GOS"
NANNING,264288239,59431,22 47 00N,108 33 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
NANORTALIK HELIPORT,264305403,4283,60 08 00N,045 14 00W,"C, GOS"
NANPING,264288155,58834,26 38 00N,118 09 00E,GOS
NANSHA DAO,264288287,59997,10 23 00N,114 22 00E,"GOS, RBSN(S)"
NANTES-BOUGUENAIS,264304525,7222,47 09 00N,001 36 32W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
NANUMEA,264302623,91631,05 40 00S,176 08 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
NANYANG,264287973,57178,33 06 00N,112 29 00E,"GOS, RBSN(ST)"
NANYUE,264288047,57776,27 18 00N,112 42 00E,GOS
NAOMAOHU,264287585,52112,43 36 00N,095 08 00E,GOS
NAPAS,264291993,29023,59 51 00N,081 57 00E,"GOS, RBSN(S)"
NAPF,264309321,6639,47 00 17N,007 56 24E,"M, GOS"
NAPHENG (PAKCHENG),264290733,48943,18 16 00N,102 57 00E,"AGRIMET, GOS"
NAPIER AERO AWS,264302125,93373,39 28 13S,176 51 52E,"A, GOS, RBSN(S)"
NAPO,264288207,59209,23 18 00N,105 57 00E,GOS
NAPOLI/CAPODICHINO,264305921,16289,40 53 04N,014 17 27E,"A, GOS"
"NAPPAN AUTO, NS",264296951,71311,45 45 34N,064 14 29W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
NAR'JAN-MAR,264291377,23205,67 37 30N,053 01 03E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
NARA (47780-0),264289997,47780,34 41 38N,135 49 40E,GOS
NARA (61233-0),264285925,61233,15 10 00N,007 17 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
NARACOORTE AERODROME,264300729,94820,36 58 53S,140 43 37E,"A, GOS"
NARAN BULAG,264287635,53083,44 37 00N,114 09 00E,"GOS, RBSN(S)"
NARATHIWAT,264293331,48583,06 25 36N,101 49 30E,"C, GOS, RBSN(S)"
NAREMBEEN,264301145,95626,32 03 56S,118 23 44E,GOS
NARITA INTERNATIONAL AIRPORT,264289901,47686,35 45 55N,140 23 08E,"A, RADAR, GOS, WRO"
NARNAUL,264288473,42177,28 00 00N,076 05 00E,GOS
NARO-FOMINSK,264308013,27611,55 23 00N,036 42 00E,GOS
NAROOMA VMR,264301425,95935,36 12 52S,150 08 09E,GOS
NARRABRI AIRPORT AWS,264301275,95734,30 18 55S,149 49 49E,"A, GOS"
NARRANDERA AIRPORT,264301241,95706,34 42 18S,146 30 50E,"A, GOS"
NARRANDERA GOLF CLUB,264300579,94706,34 43 57S,146 33 33E,GOS
NARROGIN,264300461,94627,32 56 03S,117 10 47E,GOS
NARSAPUR,264289141,43187,16 26 00N,081 42 00E,GOS
NARSAQ HELIPORT,264305399,4280,60 55 00N,046 03 31W,"C, GOS"
NARSINGHPUR,264288865,42770,22 57 00N,079 11 00E,GOS
NARVA,264303973,26058,59 23 22N,028 06 34E,GOS
NARYN,264290691,36974,41 26 00N,076 00 00E,"M, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
NASA-SE,264305451,4488,66 28 30N,042 29 55W,GOS
